for,while,if,funciones,recursivo,lineas,profundidad_bucles,complejidad
6,0,2,1,5,27,3,cubic
6,0,2,1,5,27,3,cubic
4,0,4,3,5,44,2,cubic
3,0,5,13,11,69,2,cubic
3,0,6,3,6,56,2,cubic
3,0,6,3,6,46,2,cubic
4,0,28,2,2,131,3,cubic
7,0,1,6,4,33,3,cubic
5,1,4,6,4,40,3,cubic
5,0,2,0,0,28,3,cubic
6,0,3,0,0,25,3,cubic
5,0,2,0,0,18,3,cubic
3,0,3,1,3,21,2,cubic
5,0,1,0,0,23,2,cubic
5,0,1,0,0,23,2,cubic
5,0,1,0,0,26,3,cubic
7,0,4,0,0,33,3,cubic
6,0,3,6,6,65,3,cubic
4,0,1,0,0,29,3,cubic
5,0,4,0,0,24,3,cubic
4,0,1,0,0,21,3,cubic
4,0,1,0,0,20,3,cubic
5,0,4,0,0,31,3,cubic
7,0,3,0,0,31,3,cubic
5,0,1,0,0,57,2,cubic
4,0,1,0,0,19,3,cubic
4,0,1,0,0,19,3,cubic
5,0,1,0,0,24,2,cubic
5,0,1,0,0,23,2,cubic
4,2,5,12,3,100,3,cubic
6,0,1,0,0,24,3,cubic
5,0,3,0,0,29,2,cubic
5,0,1,0,0,22,2,cubic
5,0,1,0,0,21,2,cubic
3,5,4,0,0,61,3,cubic
11,0,5,15,11,95,3,cubic
2,0,6,6,10,54,1,cubic
1,0,4,5,7,42,1,cubic
3,0,1,4,4,33,3,cubic
3,0,1,4,4,33,3,cubic
5,0,1,0,0,22,2,cubic
5,0,1,0,0,22,2,cubic
6,2,4,11,3,120,3,cubic
4,0,2,2,3,35,3,cubic
5,0,7,0,0,43,3,cubic
3,0,1,3,5,37,3,cubic
0,0,5,1,7,47,0,cubic
4,0,5,0,0,34,3,cubic
3,0,3,0,0,18,3,cubic
0,0,4,1,4,21,0,cubic
3,0,3,0,0,24,3,cubic
9,0,0,0,0,40,3,cubic
3,0,3,0,0,19,3,cubic
3,0,3,0,0,19,3,cubic
3,2,6,5,0,90,3,cubic
3,0,3,0,0,18,3,cubic
4,0,5,0,0,34,3,cubic
3,0,3,0,0,25,3,cubic
3,0,0,0,0,23,3,cubic
4,0,3,0,0,20,3,cubic
3,0,7,0,0,24,3,cubic
4,0,3,0,0,30,3,cubic
3,0,4,5,5,33,3,cubic
9,0,2,0,0,36,3,cubic
3,0,4,0,0,35,3,cubic
3,0,3,0,0,41,3,cubic
0,0,5,1,7,24,0,cubic
5,0,3,5,5,66,3,cubic
0,0,4,1,4,34,0,cubic
5,0,5,0,0,39,3,cubic
10,0,0,2,5,86,3,cubic
0,0,6,1,4,24,0,cubic
3,0,4,0,0,45,3,cubic
0,0,5,1,7,29,0,cubic
3,0,7,0,0,57,3,cubic
0,0,7,1,7,38,0,cubic
10,1,10,5,14,124,3,cubic
0,0,4,1,4,24,0,cubic
0,0,4,2,5,31,0,cubic
3,0,5,3,5,36,3,cubic
0,1,10,2,5,88,1,cubic
0,0,5,1,4,22,0,cubic
4,0,8,0,0,54,3,cubic
0,0,5,1,4,39,0,cubic
3,0,8,1,1,36,3,cubic
0,1,8,7,10,61,1,cubic
0,0,5,5,10,38,0,cubic
3,0,4,3,5,47,3,cubic
3,1,4,4,4,43,4,cubic
3,0,4,3,5,46,3,cubic
0,0,4,1,4,30,0,cubic
3,0,4,1,1,94,3,cubic
0,0,4,1,4,20,0,cubic
5,2,9,9,1,141,5,cubic
9,0,0,1,1,31,3,cubic
0,0,5,1,7,24,0,cubic
6,0,6,0,0,49,3,cubic
6,0,6,0,0,47,3,cubic
3,0,3,0,0,23,3,cubic
0,0,5,1,4,30,0,cubic
0,0,4,1,4,30,0,cubic
6,0,3,0,0,38,3,cubic
0,0,5,1,4,24,0,cubic
3,0,3,0,0,20,3,cubic
3,3,10,11,10,132,3,cubic
5,0,3,0,0,24,3,cubic
3,0,3,0,0,19,3,cubic
0,0,4,1,4,24,0,cubic
3,0,4,0,0,24,3,cubic
6,0,6,6,8,76,3,cubic
6,0,3,1,1,25,3,cubic
0,0,5,1,4,43,0,cubic
0,0,5,1,4,30,0,cubic
3,0,3,0,0,19,3,cubic
3,0,3,0,0,19,3,cubic
3,0,7,0,0,35,3,cubic
3,2,9,5,0,88,3,cubic
3,0,3,3,4,33,3,cubic
3,0,0,0,0,24,3,cubic
0,0,5,2,5,47,0,cubic
9,1,13,26,6,122,3,cubic
3,0,3,1,1,23,3,cubic
1,0,4,6,5,84,1,cubic
4,0,3,0,0,29,4,cubic
3,2,5,5,0,78,3,cubic
4,0,3,0,0,17,3,cubic
1,0,6,1,4,42,1,cubic
4,0,3,1,0,148,3,cubic
0,0,2,1,4,23,0,cubic
3,0,3,0,0,25,3,cubic
5,0,4,0,0,27,3,cubic
3,0,4,0,0,32,3,cubic
3,0,4,1,1,36,3,cubic
3,0,4,0,0,24,3,cubic
3,0,3,0,0,20,3,cubic
0,0,4,1,4,25,0,cubic
4,0,3,0,0,20,3,cubic
3,0,3,0,0,22,3,cubic
3,0,3,0,0,19,3,cubic
3,0,3,0,0,19,3,cubic
0,0,5,1,4,25,0,cubic
3,2,6,7,1,101,3,cubic
3,0,3,0,0,34,3,cubic
4,0,2,1,5,35,1,cubic
3,0,2,1,4,35,1,cubic
3,0,4,3,8,36,3,cubic
0,0,6,2,5,43,0,cubic
4,0,3,0,0,20,3,cubic
0,0,4,1,4,46,0,cubic
0,0,5,1,7,51,0,cubic
3,0,3,0,0,18,3,cubic
7,0,4,0,0,38,3,cubic
3,0,3,0,0,23,3,cubic
0,0,4,1,4,19,0,cubic
1,0,4,9,13,67,1,cubic
6,3,3,10,3,111,4,cubic
0,0,5,1,7,24,0,cubic
4,0,3,0,0,20,3,cubic
0,2,6,6,4,104,1,cubic
0,0,4,1,4,18,0,cubic
3,0,3,0,0,26,3,cubic
3,0,4,1,4,21,3,cubic
3,0,3,0,0,17,3,cubic
3,0,3,0,0,16,3,cubic
4,1,3,2,1,38,3,cubic
3,0,4,1,4,19,3,cubic
3,0,4,1,1,11,3,cubic
4,0,3,0,0,20,3,cubic
4,0,3,0,0,20,3,cubic
0,0,5,1,4,22,0,cubic
4,0,3,0,0,20,3,cubic
3,0,3,0,0,20,3,cubic
3,0,1,1,1,29,3,cubic
0,0,5,1,7,27,0,cubic
2,0,8,10,9,67,1,cubic
4,0,3,0,0,20,3,cubic
1,1,0,0,0,14,2,cubic
1,1,0,0,0,14,2,cubic
6,2,2,0,0,41,2,cubic
5,2,2,0,0,39,2,cubic
1,1,0,0,0,15,2,cubic
1,1,0,0,0,14,2,cubic
4,0,2,1,1,31,2,cubic
2,0,2,0,0,24,2,cubic
12,2,10,4,0,85,3,cubic
7,3,8,1,1,101,4,cubic
7,3,8,1,1,101,4,cubic
5,2,7,13,5,108,2,cubic
5,2,7,12,4,85,3,cubic
7,3,8,1,1,68,4,cubic
8,2,7,1,1,44,4,cubic
8,2,7,1,1,28,4,cubic
10,1,7,9,8,88,3,cubic
10,1,8,9,8,93,3,cubic
5,0,5,2,4,32,3,cubic
5,0,5,2,4,31,3,cubic
7,1,8,4,6,56,3,cubic
7,1,7,4,6,56,3,cubic
5,0,5,0,0,26,3,cubic
5,0,5,0,0,27,3,cubic
10,1,4,1,1,66,4,cubic
5,0,5,2,4,31,3,cubic
5,0,5,0,0,26,3,cubic
41,27,76,58,10,702,4,cubic
5,1,5,3,8,70,3,cubic
5,0,0,2,5,35,3,cubic
8,0,1,1,1,30,3,cubic
6,0,4,10,5,54,3,cubic
8,2,3,6,1,87,3,cubic
2,0,0,3,3,25,1,cubic
7,0,1,0,0,29,3,cubic
36,0,2,9,12,167,3,cubic
25,9,38,50,22,437,4,cubic
5,0,0,0,0,22,3,cubic
7,0,4,7,0,77,3,cubic
7,0,2,0,0,27,3,cubic
9,0,3,1,1,55,3,cubic
2,0,0,3,3,24,1,cubic
2,0,0,3,3,11,1,cubic
7,0,0,0,0,24,3,cubic
13,1,3,2,2,80,3,cubic
7,1,0,1,1,70,3,cubic
9,1,4,4,4,77,3,cubic
5,0,1,0,0,33,3,cubic
8,0,0,0,0,28,3,cubic
7,0,0,0,0,25,3,cubic
9,0,0,4,4,56,3,cubic
9,0,0,4,4,67,3,cubic
7,0,2,1,3,40,3,cubic
8,1,2,7,2,99,4,cubic
7,2,3,6,1,69,3,cubic
5,0,9,3,6,73,3,cubic
2,0,0,3,3,11,1,cubic
9,0,5,0,0,33,3,cubic
5,0,5,0,0,26,3,cubic
11,0,2,0,0,50,3,cubic
30,9,39,47,17,390,4,cubic
7,0,10,2,0,52,3,cubic
14,8,22,27,0,304,3,cubic
7,0,5,0,0,29,3,cubic
7,2,4,10,7,128,3,cubic
4,0,5,1,1,35,3,cubic
7,0,9,0,0,61,3,cubic
8,0,3,9,6,104,3,cubic
5,0,1,1,1,37,3,cubic
7,0,5,0,0,34,3,cubic
9,0,1,0,0,35,3,cubic
13,0,1,0,0,56,4,cubic
7,0,5,1,1,43,3,cubic
5,0,5,1,1,33,3,cubic
9,0,5,1,1,37,2,cubic
7,0,3,0,0,42,3,cubic
8,0,6,1,1,46,4,cubic
11,2,8,6,1,111,3,cubic
7,0,5,1,1,48,4,cubic
8,0,6,0,0,60,4,cubic
13,0,5,0,0,40,3,cubic
7,0,5,0,0,89,3,cubic
10,0,5,1,1,55,3,cubic
6,2,6,15,1,174,4,cubic
12,0,5,2,3,94,4,cubic
6,0,6,0,0,34,4,cubic
12,0,6,4,5,60,4,cubic
13,3,3,6,0,125,4,cubic
5,0,2,2,2,52,3,cubic
9,0,5,0,0,35,3,cubic
5,0,5,0,0,18,3,cubic
6,2,11,13,6,188,2,cubic
3,0,5,0,0,19,3,cubic
11,0,1,4,3,45,4,cubic
11,0,6,2,2,69,3,cubic
9,0,2,1,1,38,4,cubic
6,0,9,12,10,54,3,cubic
9,1,8,16,8,214,2,cubic
12,1,8,16,7,221,2,cubic
12,1,8,16,7,222,2,cubic
9,1,8,16,8,214,2,cubic
9,2,12,5,0,114,3,cubic
10,1,8,16,8,218,2,cubic
9,1,8,16,8,216,2,cubic
9,0,6,0,0,45,3,cubic
14,0,1,0,0,45,4,cubic
6,2,11,17,10,102,3,cubic
6,2,11,17,11,102,3,cubic
7,0,6,0,0,48,3,cubic
7,0,6,0,0,48,3,cubic
4,2,8,6,1,83,3,cubic
4,2,8,6,1,84,3,cubic
5,0,5,0,0,26,3,cubic
5,0,6,1,1,27,3,cubic
8,2,6,12,10,142,3,cubic
9,0,6,0,0,40,3,cubic
9,0,5,0,0,33,3,cubic
11,2,7,5,0,70,3,cubic
20,10,18,24,9,252,2,cubic
20,10,18,24,9,252,2,cubic
12,0,5,0,0,53,4,cubic
7,0,5,0,0,29,3,cubic
8,0,5,0,0,34,3,cubic
7,0,2,2,0,40,3,cubic
10,2,12,6,8,100,3,cubic
10,2,12,6,8,98,3,cubic
5,0,5,0,0,24,3,cubic
5,0,5,0,0,36,3,cubic
6,0,6,1,1,42,3,cubic
7,0,2,0,0,29,4,cubic
10,0,2,3,5,52,3,cubic
5,0,1,1,3,21,3,cubic
4,0,1,0,0,15,3,cubic
14,0,2,1,1,44,4,cubic
3,0,5,1,1,27,1,cubic
9,0,5,1,1,60,3,cubic
7,3,7,5,0,92,3,cubic
10,2,8,6,1,161,3,cubic
5,0,6,1,4,45,3,cubic
3,0,5,0,0,19,3,cubic
10,0,6,8,9,85,3,cubic
7,0,5,0,0,29,3,cubic
10,1,5,1,1,68,4,cubic
9,0,6,0,0,40,3,cubic
9,0,6,0,0,40,3,cubic
14,2,12,15,10,146,3,cubic
14,2,12,15,10,146,3,cubic
10,2,12,15,10,147,3,cubic
13,0,5,0,0,49,4,cubic
9,0,5,2,3,64,3,cubic
9,0,5,2,3,49,3,cubic
13,0,18,0,0,92,3,cubic
5,0,6,3,5,51,3,cubic
13,0,5,1,1,45,3,cubic
7,0,8,1,5,52,2,cubic
3,0,5,1,1,27,1,cubic
5,0,5,0,0,41,3,cubic
3,0,5,1,1,27,1,cubic
8,0,5,0,0,120,3,cubic
7,0,5,0,0,31,3,cubic
9,0,5,1,1,43,3,cubic
5,0,5,0,0,18,3,cubic
7,0,1,0,0,24,3,cubic
7,0,5,1,1,40,3,cubic
7,0,5,1,1,47,3,cubic
5,0,5,0,0,28,3,cubic
7,0,4,3,2,50,2,cubic
9,0,2,3,3,55,3,cubic
5,0,5,0,0,18,3,cubic
5,0,5,0,0,18,3,cubic
5,0,5,0,0,18,3,cubic
7,0,5,0,0,29,3,cubic
9,0,7,1,1,43,3,cubic
5,0,5,0,0,18,3,cubic
5,0,5,1,1,35,3,cubic
9,0,7,3,1,65,3,cubic
11,0,5,0,0,36,3,cubic
9,0,5,0,0,69,3,cubic
6,0,5,0,0,31,3,cubic
3,0,7,11,10,79,3,cubic
13,0,5,0,0,40,4,cubic
5,0,5,0,0,18,3,cubic
9,0,5,0,0,38,3,cubic
7,0,10,0,0,40,3,cubic
9,2,7,6,0,102,3,cubic
9,2,3,6,0,96,3,cubic
9,2,3,6,0,95,3,cubic
9,2,3,6,0,95,3,cubic
3,1,5,1,1,61,1,cubic
11,3,13,11,0,145,3,cubic
11,3,13,11,0,145,3,cubic
6,3,5,0,0,48,3,cubic
1,0,4,2,3,35,1,cubic
3,3,8,1,2,77,1,cubic
5,0,5,2,3,41,2,cubic
2,0,1,0,0,11,2,cubic
6,0,11,1,2,80,2,cubic
7,0,6,1,4,50,2,cubic
3,4,9,6,1,100,3,cubic
2,4,7,6,1,91,3,cubic
2,4,7,6,1,91,3,cubic
1,1,1,0,0,15,2,cubic
6,0,3,4,3,59,2,cubic
3,1,4,1,2,41,1,cubic
5,6,8,14,7,161,2,cubic
4,0,9,1,2,52,2,cubic
4,0,9,1,2,53,2,cubic
4,4,7,16,10,132,2,cubic
6,4,7,16,11,138,3,cubic
1,1,1,0,0,11,2,cubic
2,1,2,0,0,21,3,cubic
16,15,43,60,10,640,4,cubic
2,0,1,1,5,19,2,cubic
2,0,1,1,5,19,2,cubic
10,0,8,0,0,69,2,cubic
1,1,1,0,0,11,2,cubic
5,0,4,0,0,39,3,cubic
6,1,6,1,1,48,2,cubic
1,1,1,0,0,13,2,cubic
4,1,7,2,4,58,2,cubic
2,0,5,2,3,37,1,cubic
1,1,2,1,1,17,2,cubic
3,0,5,0,0,32,2,cubic
1,1,1,0,0,27,2,cubic
5,0,5,4,6,58,2,cubic
4,0,7,0,0,65,2,cubic
2,0,1,0,0,14,2,cubic
11,3,4,1,1,65,3,cubic
11,3,4,1,1,64,3,cubic
7,5,8,0,0,98,3,cubic
1,1,8,0,0,67,2,cubic
3,0,3,0,0,18,2,cubic
2,0,4,1,2,28,1,cubic
1,1,1,0,0,13,2,cubic
6,1,6,0,0,73,3,cubic
1,0,4,1,2,20,1,cubic
3,0,8,0,0,31,2,cubic
1,1,1,0,0,13,2,cubic
5,4,4,3,3,60,3,cubic
3,1,8,1,1,44,2,cubic
6,4,6,0,0,62,2,cubic
5,0,3,2,2,37,2,cubic
1,0,6,2,3,35,1,cubic
1,1,1,1,1,20,2,cubic
6,2,11,1,2,103,2,cubic
3,1,8,7,6,89,3,cubic
9,10,24,32,4,365,2,cubic
7,0,8,1,1,50,4,cubic
11,1,14,0,0,104,4,cubic
1,3,3,5,0,74,2,cubic
3,0,7,1,2,33,1,cubic
3,0,3,1,1,33,2,cubic
1,1,1,0,0,13,2,cubic
7,0,4,1,1,53,2,cubic
2,0,9,10,9,68,1,cubic
3,0,5,1,2,37,2,cubic
1,0,6,2,4,36,1,cubic
6,0,8,3,4,131,2,cubic
8,1,11,1,3,101,3,cubic
8,1,10,1,3,91,3,cubic
2,0,16,1,2,63,1,cubic
2,0,16,1,2,64,1,cubic
2,0,4,0,0,30,2,cubic
5,2,11,1,3,62,2,cubic
1,1,1,0,0,14,2,cubic
6,0,2,0,0,35,3,cubic
13,8,15,17,3,199,3,cubic
5,0,1,0,0,18,3,cubic
6,0,2,1,2,33,3,cubic
7,2,4,6,1,89,3,cubic
5,0,2,0,0,29,3,cubic
9,0,3,3,1,51,3,cubic
6,0,3,0,0,34,3,cubic
9,1,7,0,0,65,3,np
16,0,20,4,6,177,2,np
6,1,6,0,0,54,3,np
9,1,7,0,0,65,3,np
6,1,2,5,6,80,2,np
6,1,3,5,6,87,2,np
6,1,2,5,6,77,2,np
7,1,7,1,3,75,2,np
7,1,7,1,3,66,2,np
5,0,3,0,0,42,3,np
5,0,3,1,1,28,3,np
4,3,5,7,2,76,3,np
7,0,2,0,0,18,4,np
5,0,2,0,0,25,3,np
4,1,3,3,3,54,3,np
4,2,7,8,4,115,1,np
5,2,4,6,0,85,3,np
5,2,4,6,0,85,3,np
3,0,3,1,2,30,3,np
6,0,10,3,6,281,1,np
8,0,6,2,3,82,2,np
4,0,5,2,3,52,1,np
5,0,1,0,0,17,2,np
4,2,4,5,0,73,2,np
4,0,1,1,0,39,3,np
4,0,1,1,0,38,3,np
4,2,3,7,0,96,2,np
0,0,0,0,0,6,0,np
0,0,1,0,0,17,0,np
0,0,1,0,0,8,0,np
4,0,2,0,0,19,2,np
5,0,1,1,1,36,2,np
5,0,2,9,4,61,2,np
9,1,5,2,2,59,3,np
3,0,3,0,0,35,1,np
2,0,4,1,3,29,1,np
1,0,1,1,3,21,1,np
3,1,4,0,0,31,2,np
2,0,4,0,0,28,1,np
2,0,8,0,0,38,1,np
0,0,1,1,1,21,0,np
0,0,1,0,0,15,0,np
0,0,1,0,0,10,0,np
1,0,2,0,0,23,1,np
0,0,1,1,1,22,0,np
0,0,4,1,1,21,0,np
3,0,7,0,0,38,1,np
2,0,6,0,0,28,1,np
0,0,1,0,0,13,0,np
0,0,1,1,1,20,0,np
2,0,7,0,0,32,1,np
0,0,1,1,1,19,0,np
2,0,7,0,0,31,1,np
1,0,6,0,0,21,1,np
0,1,2,1,3,28,1,np
0,0,1,0,0,17,0,np
2,0,4,0,0,37,1,np
1,0,5,0,0,30,1,np
1,0,4,2,4,30,1,np
0,0,0,0,0,20,0,np
0,0,1,0,0,15,0,np
0,0,1,0,0,10,0,np
0,0,4,1,3,22,0,np
0,0,2,0,0,22,0,np
0,0,2,2,2,27,0,np
1,0,8,2,5,44,1,np
0,0,1,0,0,19,0,np
2,0,5,0,0,48,1,np
1,0,3,0,0,19,1,np
0,0,1,0,0,20,0,np
2,0,4,1,1,22,1,np
3,0,7,0,0,31,1,np
0,0,2,0,0,19,0,np
1,1,3,0,0,27,1,np
2,0,5,0,0,32,1,np
3,1,6,0,0,45,1,np
1,0,5,0,0,19,1,np
1,0,5,1,1,27,1,np
0,0,2,0,0,22,0,np
1,0,6,2,2,37,1,np
2,0,3,0,0,34,1,np
2,0,10,1,4,47,1,np
0,0,1,1,1,12,0,np
4,0,2,3,5,35,1,np
2,0,4,0,0,23,1,np
0,0,4,0,0,24,0,np
2,0,1,0,0,17,1,np
0,0,2,0,0,28,0,np
3,0,6,0,0,36,1,np
1,0,6,0,0,29,1,np
0,0,3,1,1,27,0,np
2,0,6,1,1,27,1,np
2,0,6,0,0,31,1,np
2,0,1,1,1,32,1,np
2,0,6,0,0,24,1,np
0,0,3,0,0,16,0,np
0,0,5,0,0,21,0,np
0,0,2,0,0,21,0,np
0,0,1,0,0,15,0,np
2,0,7,0,0,49,1,np
2,0,5,0,0,19,1,np
0,0,1,0,0,21,0,np
2,0,9,0,0,41,1,np
2,0,4,0,0,28,1,np
2,0,5,1,1,49,1,np
1,0,8,2,3,43,1,np
0,0,2,0,0,25,0,np
0,0,1,0,0,11,0,np
1,0,9,0,0,35,1,np
2,0,3,0,0,29,1,np
0,0,4,1,4,30,0,np
0,0,1,0,0,10,0,np
0,0,1,1,1,20,0,np
0,0,1,0,0,11,0,np
3,0,3,0,0,22,2,np
3,0,3,0,0,22,2,np
3,0,3,0,0,22,2,np
4,0,4,0,0,28,2,np
3,1,4,0,0,44,2,np
3,1,4,0,0,43,2,np
4,0,4,0,0,28,2,np
4,0,3,0,0,30,2,np
4,0,3,0,0,29,2,np
8,14,51,50,2,572,2,np
2,0,2,0,0,24,2,np
3,0,3,0,0,25,2,np
2,2,4,13,4,102,2,np
3,0,3,4,6,40,2,np
3,0,3,7,4,47,2,np
2,0,1,0,0,15,2,np
1,1,3,0,0,23,2,np
3,1,1,1,1,22,3,np
2,0,4,1,2,25,2,np
2,0,4,1,2,25,2,np
2,0,4,1,2,26,2,np
2,1,3,1,1,27,2,np
0,1,1,0,0,18,1,np
2,0,1,0,0,17,1,np
1,0,1,0,0,15,1,np
0,1,1,0,0,18,1,np
1,0,1,0,0,15,1,np
2,0,1,0,0,17,1,np
1,0,1,0,0,15,1,np
2,0,2,0,0,21,1,np
2,0,4,4,5,45,1,np
1,0,1,0,0,18,1,np
3,0,0,0,0,24,2,np
10,0,16,0,0,72,4,np
12,3,14,8,0,127,3,np
12,3,13,6,0,106,3,np
0,0,4,6,7,38,0,np
2,0,2,0,0,9,2,np
2,0,2,0,0,14,2,np
2,0,1,0,0,12,2,np
2,0,2,0,0,17,2,np
1,0,1,10,5,34,1,np
1,1,3,0,0,38,2,np
2,0,1,0,0,11,2,np
2,0,3,2,3,35,1,np
0,0,3,1,3,16,0,np
0,0,0,0,0,9,0,np
2,0,3,0,0,23,2,np
2,0,4,2,3,23,1,np
2,0,2,4,4,50,2,np
3,0,2,1,1,39,2,np
1,0,1,1,1,15,1,np
3,0,1,0,0,13,2,np
2,1,3,0,0,21,2,np
2,0,2,0,0,14,2,np
2,0,3,0,0,14,2,np
5,0,5,2,4,49,2,np
2,0,3,0,0,14,2,np
2,0,2,1,1,18,2,np
0,2,2,2,1,42,2,np
0,0,0,0,0,9,0,np
1,0,1,0,0,11,1,np
1,0,2,2,3,18,1,np
0,0,0,0,0,4,0,np
2,0,3,0,0,20,2,np
0,0,0,0,0,4,0,np
0,0,0,0,0,5,0,np
2,0,1,1,1,15,1,np
1,0,0,0,0,8,1,np
1,0,0,0,0,9,1,np
4,0,5,0,0,35,4,np
3,0,3,0,0,17,2,np
3,0,4,1,2,24,2,np
2,0,4,0,0,24,2,np
2,0,2,1,1,16,2,np
0,0,0,0,0,6,0,np
2,1,2,0,0,18,2,np
2,0,2,0,0,19,2,np
4,0,3,0,0,18,2,np
1,0,0,0,0,9,1,np
2,0,2,0,0,20,2,np
2,0,2,0,0,11,2,np
0,0,5,2,4,46,0,np
2,0,2,1,1,21,2,np
0,0,0,0,0,4,0,np
2,0,6,1,1,21,2,np
2,0,4,0,0,21,2,np
2,0,1,0,0,19,1,np
2,0,3,2,1,37,2,np
2,0,1,0,0,10,2,np
1,0,1,1,1,18,1,np
2,0,2,0,0,28,2,np
2,0,1,0,0,13,2,np
1,1,3,0,0,22,2,np
2,0,2,0,0,15,2,np
2,0,2,1,2,23,2,np
2,0,3,0,0,20,2,np
1,0,1,0,0,9,1,np
2,0,1,0,0,10,2,np
0,0,0,0,0,6,0,np
2,0,2,0,0,16,2,np
0,0,0,0,0,4,0,np
0,0,0,0,0,4,0,np
2,0,1,0,0,10,2,np
2,0,2,0,0,11,2,np
2,0,3,0,0,15,2,np
1,1,2,0,0,27,2,np
2,0,2,2,3,22,1,np
9,8,14,14,6,171,2,np
2,0,3,1,1,26,2,np
2,0,1,0,0,9,2,np
2,0,1,0,0,11,2,np
3,0,1,0,0,21,2,np
5,0,3,2,3,31,2,np
2,2,2,1,1,29,2,np
2,0,1,0,0,26,2,np
2,0,1,0,0,15,1,np
2,0,1,0,0,14,2,np
2,0,2,0,0,13,2,np
2,0,1,0,0,13,2,np
2,0,5,3,4,39,2,np
1,0,3,3,4,37,1,np
2,0,1,0,0,13,2,np
2,0,2,0,0,16,1,np
7,3,9,8,1,201,3,np
2,0,2,0,0,15,2,np
2,0,1,0,0,18,2,np
2,0,2,0,0,22,2,np
2,0,2,0,0,22,2,np
2,0,2,0,0,31,2,np
2,0,3,0,0,14,2,np
4,0,4,3,4,47,3,np
7,3,6,6,1,80,3,np
7,3,6,6,1,80,3,np
1,1,6,0,0,27,1,np
9,2,11,13,4,147,3,np
19,0,9,1,1,82,2,np
3,0,5,0,0,40,1,np
10,0,7,0,0,78,2,np
1,1,4,0,0,23,1,np
5,0,13,0,0,55,1,np
7,0,2,0,0,29,4,np
10,0,14,1,1,91,4,np
2,0,2,1,2,28,1,np
1,1,4,0,0,24,1,np
6,0,7,0,0,31,2,np
7,0,4,2,2,57,3,np
3,2,5,6,1,71,3,np
4,0,2,0,0,16,3,np
3,0,2,0,0,21,3,np
3,0,2,0,0,21,3,np
2,1,6,0,0,40,2,np
8,10,27,28,0,340,2,np
2,1,5,1,1,52,2,np
5,1,10,3,5,85,2,np
2,1,7,1,2,45,2,np
2,1,9,1,1,37,2,np
4,0,6,0,0,35,2,np
1,1,4,1,5,21,2,np
2,1,8,2,2,39,1,np
2,1,9,4,8,55,2,np
2,0,2,1,1,14,1,np
4,0,6,6,8,81,1,np
2,1,4,1,2,24,2,np
2,1,7,0,0,26,3,np
2,1,7,0,0,26,3,np
5,0,13,3,3,59,2,np
2,4,8,5,0,99,3,np
3,0,12,6,5,112,3,np
2,0,7,1,1,41,2,np
3,0,5,0,0,33,2,np
26,12,45,53,28,572,4,np
4,0,0,0,0,24,2,np
14,3,11,8,0,117,2,np
14,3,11,8,0,117,2,np
15,3,11,8,0,119,2,np
15,3,11,8,0,119,2,np
5,1,0,0,0,22,2,np
11,0,4,1,1,53,2,np
8,0,2,2,1,45,2,np
4,0,2,1,1,22,2,np
7,0,3,1,1,58,2,np
3,1,0,0,0,27,2,np
5,0,0,0,0,16,2,np
8,2,2,8,0,95,3,np
9,0,2,0,0,41,3,np
2,2,3,6,1,74,2,np
3,0,8,0,0,42,3,np
3,0,2,1,1,33,2,np
2,0,3,1,1,29,2,np
3,0,1,0,0,16,2,np
2,0,1,0,0,21,2,np
3,0,2,0,0,34,2,np
3,0,6,0,0,39,2,np
3,0,0,0,0,28,2,np
2,0,5,1,1,27,2,np
2,0,0,0,0,12,2,np
3,0,1,0,0,16,2,np
3,0,1,0,0,14,2,np
9,0,4,0,0,45,3,np
2,0,2,0,0,25,2,np
2,0,2,0,0,25,2,np
2,0,2,0,0,27,2,np
3,0,0,0,0,34,2,np
3,2,6,12,2,98,3,np
3,2,6,12,2,98,3,np
6,0,0,0,0,62,4,np
6,0,0,0,0,48,4,np
6,2,2,5,0,101,4,np
2,0,1,0,0,32,2,np
5,0,2,0,0,24,4,np
5,0,2,0,0,24,4,np
5,0,2,0,0,24,4,np
5,0,2,0,0,24,4,np
7,0,2,0,0,28,4,np
7,0,2,0,0,28,4,np
7,0,2,0,0,27,4,np
2,0,2,5,1,42,2,np
4,0,1,1,1,29,4,np
4,0,3,0,0,22,4,np
8,0,3,3,4,47,3,np
8,1,12,1,2,97,2,np
8,0,3,3,4,42,3,np
7,0,4,3,4,53,3,np
5,3,4,4,9,137,3,np
2,0,4,1,2,26,1,np
6,2,7,6,1,81,3,np
7,0,4,0,0,41,3,np
4,0,18,2,12,80,2,np
1,0,5,1,2,35,1,np
2,0,4,1,5,37,2,np
2,0,5,1,2,28,1,np
7,0,3,1,1,35,3,np
6,0,5,2,3,70,3,np
3,0,7,4,13,36,2,np
3,0,7,4,13,36,2,np
3,0,7,4,13,35,2,np
5,0,9,4,10,60,3,np
6,1,0,1,1,34,3,np
6,2,6,6,1,72,6,np
6,0,2,0,0,27,6,np
16,0,3,9,6,110,4,np
4,0,0,2,2,24,3,np
11,0,4,0,0,67,5,np
7,0,4,1,4,45,5,np
6,0,1,0,0,20,4,np
8,0,0,0,0,30,4,np
3,0,0,0,0,13,3,np
5,0,0,0,0,24,3,np
5,1,1,0,0,22,6,np
11,1,1,2,2,63,4,np
11,1,1,2,2,63,4,np
6,0,1,0,0,20,4,np
